0 1 0 0 0 box
0 1 1 0 0 kl_0p00_c2_1p00
# 1 -0.5 -2 0 0 kt_m0p50_c2_m2p00
# 1 -0.5 -0.5 0 0 kt_m0p50_c2_m0p50
# 1 -0.5 0.5 0 0 kt_m0p50_c2_0p50
# 1 -0.5 1.5 0 0 kt_m0p50_c2_1p50
# 1 -0.5 2.5 0 0 kt_m0p50_c2_2p50
# 1 2 -2 0 0 kt_2p00_c2_m2p00
# 1 2 -0.5 0 0 kt_2p00_c2_m0p50
# 1 2 0.5 0 0 kt_2p00_c2_0p50
# 1 2 1.5 0 0 kt_2p00_c2_1p50
# 1 2 2.5 0 0 kt_2p00_c2_2p50
