1.0 -1.0 0.0 0.0 0.0
1.0 -3.0 0.0 0.0 0.0
1.0 -2.0 0.0 0.0 0.0
1.0 -1.5 0.0 0.0 0.0
1.0 -1.25 0.0 0.0 0.0
1.0 -0.75 0.0 0.0 0.0
1.0 -0.5 0.0 0.0 0.0
1.0 -0.25 0.0 0.0 0.0
1.0 0.001 0.0 0.0 0.0
1.0 0.25 0.0 0.0 0.0
1.0 0.5 0.0 0.0 0.0
1.0 0.75 0.0 0.0 0.0
1.0 1.25 0.0 0.0 0.0
1.0 1.5 0.0 0.0 0.0
1.0 2.0 0.0 0.0 0.0
1.0 3.0 0.0 0.0 0.0
1.0 -1.3333333333333333 0.0 0.0 0.0
1.0 -0.8333333333333334 0.0 0.0 0.0
1.0 -0.6666666666666666 0.0 0.0 0.0
1.0 -0.3333333333333333 0.0 0.0 0.0
1.0 -0.16666666666666666 0.0 0.0 0.0
1.0 0.16666666666666666 0.0 0.0 0.0
1.0 0.3333333333333333 0.0 0.0 0.0
1.0 0.6666666666666666 0.0 0.0 0.0
1.0 0.8333333333333334 0.0 0.0 0.0
1.0 1.3333333333333333 0.0 0.0 0.0
1.0 -6.0 0.0 0.0 0.0
1.0 -4.0 0.0 0.0 0.0
1 -2.5 0.0 0.0 0.0
1.0 2.5 0.0 0.0 0.0
1.0 4.0 0.0 0.0 0.0
1.0 6.0 0.0 0.0 0.0
